,Unnamed: 0,year,month,day,hour,minute,weekday,change,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,dow_open,euf_open,us_6mn,ma1,ma2,ma3,ma4,ma5,ma6,ma7,ma8,ma9,ma10,ma11,ma12,ma13,ma14,ma15,ma16,ma17,ma18,ma19,ma20,ma31,labels,class
37506,37506,2019,1,15,8,43,3,-3.3,-3.3,-1.8,-0.9,1.4999999999999998,-0.4,-2.6000000000000005,-0.9,-0.8,2.7,1.9,-1.4,-1.0,0.8,-2.1,0.9,1.9,0.9,0.7,-2.5,0.7,1.6,-2.3,0.9,3.6,0.2,-0.3,1.7,0.2,1.2,-1.6,0.7,0.1,-0.8,-1.4999999999999998,0.4,0.8,0.3,-2.9,0.2,0.8,-4.4,1.4,1.3000000000000005,-0.9,0.4,0.8,0.8,0.6,-0.6,2.9,-1.6,-0.8,-1.0,-1.4,3.3,-0.9,1.6,-2.6000000000000005,1.4,2.7,2.391410938,1.7629999,2.52,-4.600000000000001,-2.700000000000001,-1.9000000000000012,-0.2000000000000004,-3.8000000000000016,-2.5000000000000004,1.9999999999999991,3.8000000000000003,5.3,0.09999999999999964,-1.0999999999999999,1.8999999999999997,0.6000000000000001,0.6999999999999998,6.4,5.7,3.500000000000001,4.300000000000001,3.8000000000000007,7.5,-1.8999999999999997,0,-1
38788,38788,2019,1,16,6,5,4,-0.1,-0.1,1.4,-2.4,-1.4999999999999998,1.3000000000000005,0.8,-0.6,-2.0,0.7,2.0,-1.8,-0.8,-3.0,2.1,-1.3000000000000005,-0.9,1.1,0.5,-0.3,-0.3,-0.7,1.0,0.7,0.7,0.5,-2.4,-1.9,-0.8,-2.6000000000000005,-1.7,-0.9,0.1,0.0,0.8,1.9,-1.9,-0.6,-0.2,-1.6,-0.5,-0.9,0.2,-0.2,0.5,0.1,-6.1,1.2,1.4999999999999998,1.4,-0.7,1.2,-0.9,0.0,-0.3,-1.9,-1.7,0.7,1.8,-0.4,1.2,2.413991016,1.7879999,2.49,-0.39999999999999947,-2.0999999999999996,-4.299999999999999,-4.8999999999999995,-1.2999999999999994,-3.8999999999999995,-5.6000000000000005,-3.9,-1.4000000000000004,-2.4,-4.7,-3.5999999999999996,-1.8000000000000007,1.8999999999999997,0.49999999999999944,2.3,0.8000000000000003,-2.2,-3.5,-5.8,-2.9000000000000004,0,-1
38789,38789,2019,1,16,6,6,4,1.4,1.4,-2.4,-1.4999999999999998,1.3000000000000005,0.8,-0.6,-2.0,0.7,2.0,-1.8,-0.8,-3.0,2.1,-1.3000000000000005,-0.9,1.1,0.5,-0.3,-0.3,-0.7,1.0,0.7,0.7,0.5,-2.4,-1.9,-0.8,-2.6000000000000005,-1.7,-0.9,0.1,0.0,0.8,1.9,-1.9,-0.6,-0.2,-1.6,-0.5,-0.9,0.2,-0.2,0.5,0.1,-6.1,1.2,1.4999999999999998,1.4,-0.7,1.2,-0.9,0.0,-0.3,-1.9,-1.7,0.7,1.8,-0.4,1.2,-1.4999999999999998,2.413991016,1.7879999,2.49,-2.0999999999999996,-4.299999999999999,-4.8999999999999995,-1.2999999999999994,-3.8999999999999995,-5.6000000000000005,-3.9,-1.4000000000000004,-2.4,-4.7,-3.5999999999999996,-1.8000000000000007,1.8999999999999997,0.49999999999999944,2.3,0.8000000000000003,-2.2,-3.5,-5.8,-7.2,-2.8999999999999995,0,-1
38800,38800,2019,1,16,6,17,4,-3.0,-3.0,2.1,-1.3000000000000005,-0.9,1.1,0.5,-0.3,-0.3,-0.7,1.0,0.7,0.7,0.5,-2.4,-1.9,-0.8,-2.6000000000000005,-1.7,-0.9,0.1,0.0,0.8,1.9,-1.9,-0.6,-0.2,-1.6,-0.5,-0.9,0.2,-0.2,0.5,0.1,-6.1,1.2,1.4999999999999998,1.4,-0.7,1.2,-0.9,0.0,-0.3,-1.9,-1.7,0.7,1.8,-0.4,1.2,-1.4999999999999998,0.8,1.0,-1.2,1.4,1.0,0.3,0.3,2.3,-1.6,0.0,0.5,2.413991016,1.7879999,2.49,-1.8000000000000007,1.8999999999999997,0.49999999999999944,2.3,0.8000000000000003,-2.2,-3.5,-5.8,-7.2,-7.400000000000001,-8.3,-9.0,-8.899999999999999,-7.499999999999998,-7.000000000000002,-5.699999999999999,-5.1000000000000005,-4.1,-2.9000000000000004,-2.8999999999999995,-2.000000000000001,0,1
38802,38802,2019,1,16,6,19,4,-1.3000000000000005,-1.3000000000000005,-0.9,1.1,0.5,-0.3,-0.3,-0.7,1.0,0.7,0.7,0.5,-2.4,-1.9,-0.8,-2.6000000000000005,-1.7,-0.9,0.1,0.0,0.8,1.9,-1.9,-0.6,-0.2,-1.6,-0.5,-0.9,0.2,-0.2,0.5,0.1,-6.1,1.2,1.4999999999999998,1.4,-0.7,1.2,-0.9,0.0,-0.3,-1.9,-1.7,0.7,1.8,-0.4,1.2,-1.4999999999999998,0.8,1.0,-1.2,1.4,1.0,0.3,0.3,2.3,-1.6,0.0,0.5,1.6,-1.2,2.413991016,1.7879999,2.49,0.49999999999999944,2.3,0.8000000000000003,-2.2,-3.5,-5.8,-7.2,-7.400000000000001,-8.3,-9.0,-8.899999999999999,-7.499999999999998,-7.000000000000002,-5.699999999999999,-5.1000000000000005,-4.1,-2.9000000000000004,-2.8999999999999995,-2.8000000000000003,-3.0,-2.6,0,-1
38803,38803,2019,1,16,6,20,4,-0.9,-0.9,1.1,0.5,-0.3,-0.3,-0.7,1.0,0.7,0.7,0.5,-2.4,-1.9,-0.8,-2.6000000000000005,-1.7,-0.9,0.1,0.0,0.8,1.9,-1.9,-0.6,-0.2,-1.6,-0.5,-0.9,0.2,-0.2,0.5,0.1,-6.1,1.2,1.4999999999999998,1.4,-0.7,1.2,-0.9,0.0,-0.3,-1.9,-1.7,0.7,1.8,-0.4,1.2,-1.4999999999999998,0.8,1.0,-1.2,1.4,1.0,0.3,0.3,2.3,-1.6,0.0,0.5,1.6,-1.2,1.3000000000000005,2.413991016,1.7879999,2.49,2.3,0.8000000000000003,-2.2,-3.5,-5.8,-7.2,-7.400000000000001,-8.3,-9.0,-8.899999999999999,-7.499999999999998,-7.000000000000002,-5.699999999999999,-5.1000000000000005,-4.1,-2.9000000000000004,-2.8999999999999995,-2.8000000000000003,-3.0,-3.3,-4.6,0,-1
38804,38804,2019,1,16,6,21,4,1.1,1.1,0.5,-0.3,-0.3,-0.7,1.0,0.7,0.7,0.5,-2.4,-1.9,-0.8,-2.6000000000000005,-1.7,-0.9,0.1,0.0,0.8,1.9,-1.9,-0.6,-0.2,-1.6,-0.5,-0.9,0.2,-0.2,0.5,0.1,-6.1,1.2,1.4999999999999998,1.4,-0.7,1.2,-0.9,0.0,-0.3,-1.9,-1.7,0.7,1.8,-0.4,1.2,-1.4999999999999998,0.8,1.0,-1.2,1.4,1.0,0.3,0.3,2.3,-1.6,0.0,0.5,1.6,-1.2,1.3000000000000005,0.3,2.413991016,1.7879999,2.49,0.8000000000000003,-2.2,-3.5,-5.8,-7.2,-7.400000000000001,-8.3,-9.0,-8.899999999999999,-7.499999999999998,-7.000000000000002,-5.699999999999999,-5.1000000000000005,-4.1,-2.9000000000000004,-2.8999999999999995,-2.8000000000000003,-3.0,-3.3,-5.1,-0.2000000000000004,0,-1
38805,38805,2019,1,16,6,22,4,0.5,0.5,-0.3,-0.3,-0.7,1.0,0.7,0.7,0.5,-2.4,-1.9,-0.8,-2.6000000000000005,-1.7,-0.9,0.1,0.0,0.8,1.9,-1.9,-0.6,-0.2,-1.6,-0.5,-0.9,0.2,-0.2,0.5,0.1,-6.1,1.2,1.4999999999999998,1.4,-0.7,1.2,-0.9,0.0,-0.3,-1.9,-1.7,0.7,1.8,-0.4,1.2,-1.4999999999999998,0.8,1.0,-1.2,1.4,1.0,0.3,0.3,2.3,-1.6,0.0,0.5,1.6,-1.2,1.3000000000000005,0.3,0.9,2.413991016,1.7879999,2.49,-2.2,-3.5,-5.8,-7.2,-7.400000000000001,-8.3,-9.0,-8.899999999999999,-7.499999999999998,-7.000000000000002,-5.699999999999999,-5.1000000000000005,-4.1,-2.9000000000000004,-2.8999999999999995,-2.8000000000000003,-3.0,-3.3,-5.1,-9.3,-0.7000000000000002,0,1
38806,38806,2019,1,16,6,23,4,-0.3,-0.3,-0.3,-0.7,1.0,0.7,0.7,0.5,-2.4,-1.9,-0.8,-2.6000000000000005,-1.7,-0.9,0.1,0.0,0.8,1.9,-1.9,-0.6,-0.2,-1.6,-0.5,-0.9,0.2,-0.2,0.5,0.1,-6.1,1.2,1.4999999999999998,1.4,-0.7,1.2,-0.9,0.0,-0.3,-1.9,-1.7,0.7,1.8,-0.4,1.2,-1.4999999999999998,0.8,1.0,-1.2,1.4,1.0,0.3,0.3,2.3,-1.6,0.0,0.5,1.6,-1.2,1.3000000000000005,0.3,0.9,-0.5,2.413991016,1.7879999,2.49,-3.5,-5.8,-7.2,-7.400000000000001,-8.3,-9.0,-8.899999999999999,-7.499999999999998,-7.000000000000002,-5.699999999999999,-5.1000000000000005,-4.1,-2.9000000000000004,-2.8999999999999995,-2.8000000000000003,-3.0,-3.3,-5.1,-9.3,-7.499999999999999,-0.39999999999999925,0,-1
38807,38807,2019,1,16,6,24,4,-0.3,-0.3,-0.7,1.0,0.7,0.7,0.5,-2.4,-1.9,-0.8,-2.6000000000000005,-1.7,-0.9,0.1,0.0,0.8,1.9,-1.9,-0.6,-0.2,-1.6,-0.5,-0.9,0.2,-0.2,0.5,0.1,-6.1,1.2,1.4999999999999998,1.4,-0.7,1.2,-0.9,0.0,-0.3,-1.9,-1.7,0.7,1.8,-0.4,1.2,-1.4999999999999998,0.8,1.0,-1.2,1.4,1.0,0.3,0.3,2.3,-1.6,0.0,0.5,1.6,-1.2,1.3000000000000005,0.3,0.9,-0.5,0.8,2.413991016,1.7879999,2.49,-5.8,-7.2,-7.400000000000001,-8.3,-9.0,-8.899999999999999,-7.499999999999998,-7.000000000000002,-5.699999999999999,-5.1000000000000005,-4.1,-2.9000000000000004,-2.8999999999999995,-2.8000000000000003,-3.0,-3.3,-5.1,-9.3,-7.499999999999999,-5.8,-2.1999999999999997,0,-1
38808,38808,2019,1,16,6,25,4,-0.7,-0.7,1.0,0.7,0.7,0.5,-2.4,-1.9,-0.8,-2.6000000000000005,-1.7,-0.9,0.1,0.0,0.8,1.9,-1.9,-0.6,-0.2,-1.6,-0.5,-0.9,0.2,-0.2,0.5,0.1,-6.1,1.2,1.4999999999999998,1.4,-0.7,1.2,-0.9,0.0,-0.3,-1.9,-1.7,0.7,1.8,-0.4,1.2,-1.4999999999999998,0.8,1.0,-1.2,1.4,1.0,0.3,0.3,2.3,-1.6,0.0,0.5,1.6,-1.2,1.3000000000000005,0.3,0.9,-0.5,0.8,0.7,2.413991016,1.7879999,2.49,-7.2,-7.400000000000001,-8.3,-9.0,-8.899999999999999,-7.499999999999998,-7.000000000000002,-5.699999999999999,-5.1000000000000005,-4.1,-2.9000000000000004,-2.8999999999999995,-2.8000000000000003,-3.0,-3.3,-5.1,-9.3,-7.499999999999999,-5.8,-2.7999999999999994,-0.2999999999999996,0,-1
38809,38809,2019,1,16,6,26,4,1.0,1.0,0.7,0.7,0.5,-2.4,-1.9,-0.8,-2.6000000000000005,-1.7,-0.9,0.1,0.0,0.8,1.9,-1.9,-0.6,-0.2,-1.6,-0.5,-0.9,0.2,-0.2,0.5,0.1,-6.1,1.2,1.4999999999999998,1.4,-0.7,1.2,-0.9,0.0,-0.3,-1.9,-1.7,0.7,1.8,-0.4,1.2,-1.4999999999999998,0.8,1.0,-1.2,1.4,1.0,0.3,0.3,2.3,-1.6,0.0,0.5,1.6,-1.2,1.3000000000000005,0.3,0.9,-0.5,0.8,0.7,-2.3,2.413991016,1.7879999,2.49,-7.400000000000001,-8.3,-9.0,-8.899999999999999,-7.499999999999998,-7.000000000000002,-5.699999999999999,-5.1000000000000005,-4.1,-2.9000000000000004,-2.8999999999999995,-2.8000000000000003,-3.0,-3.3,-5.1,-9.3,-7.499999999999999,-5.8,-2.7999999999999994,-3.0,-2.9999999999999996,0,-1
38810,38810,2019,1,16,6,27,4,0.7,0.7,0.7,0.5,-2.4,-1.9,-0.8,-2.6000000000000005,-1.7,-0.9,0.1,0.0,0.8,1.9,-1.9,-0.6,-0.2,-1.6,-0.5,-0.9,0.2,-0.2,0.5,0.1,-6.1,1.2,1.4999999999999998,1.4,-0.7,1.2,-0.9,0.0,-0.3,-1.9,-1.7,0.7,1.8,-0.4,1.2,-1.4999999999999998,0.8,1.0,-1.2,1.4,1.0,0.3,0.3,2.3,-1.6,0.0,0.5,1.6,-1.2,1.3000000000000005,0.3,0.9,-0.5,0.8,0.7,-2.3,-1.0,2.413991016,1.7879999,2.49,-8.3,-9.0,-8.899999999999999,-7.499999999999998,-7.000000000000002,-5.699999999999999,-5.1000000000000005,-4.1,-2.9000000000000004,-2.8999999999999995,-2.8000000000000003,-3.0,-3.3,-5.1,-9.3,-7.499999999999999,-5.8,-2.7999999999999994,-3.0,-0.8999999999999997,-1.2999999999999996,0,-1
38814,38814,2019,1,16,6,31,4,-1.9,-1.9,-0.8,-2.6000000000000005,-1.7,-0.9,0.1,0.0,0.8,1.9,-1.9,-0.6,-0.2,-1.6,-0.5,-0.9,0.2,-0.2,0.5,0.1,-6.1,1.2,1.4999999999999998,1.4,-0.7,1.2,-0.9,0.0,-0.3,-1.9,-1.7,0.7,1.8,-0.4,1.2,-1.4999999999999998,0.8,1.0,-1.2,1.4,1.0,0.3,0.3,2.3,-1.6,0.0,0.5,1.6,-1.2,1.3000000000000005,0.3,0.9,-0.5,0.8,0.7,-2.3,-1.0,-0.3,-2.1,2.1,0.2,2.413991016,1.7879999,2.49,-7.000000000000002,-5.699999999999999,-5.1000000000000005,-4.1,-2.9000000000000004,-2.8999999999999995,-2.8000000000000003,-3.0,-3.3,-5.1,-9.3,-7.499999999999999,-5.8,-2.7999999999999994,-3.0,-0.8999999999999997,-2.000000000000001,-1.8000000000000003,-2.6,-4.6,4.800000000000001,0,1
38815,38815,2019,1,16,6,32,4,-0.8,-0.8,-2.6000000000000005,-1.7,-0.9,0.1,0.0,0.8,1.9,-1.9,-0.6,-0.2,-1.6,-0.5,-0.9,0.2,-0.2,0.5,0.1,-6.1,1.2,1.4999999999999998,1.4,-0.7,1.2,-0.9,0.0,-0.3,-1.9,-1.7,0.7,1.8,-0.4,1.2,-1.4999999999999998,0.8,1.0,-1.2,1.4,1.0,0.3,0.3,2.3,-1.6,0.0,0.5,1.6,-1.2,1.3000000000000005,0.3,0.9,-0.5,0.8,0.7,-2.3,-1.0,-0.3,-2.1,2.1,0.2,0.4,2.413991016,1.7879999,2.49,-5.699999999999999,-5.1000000000000005,-4.1,-2.9000000000000004,-2.8999999999999995,-2.8000000000000003,-3.0,-3.3,-5.1,-9.3,-7.499999999999999,-5.8,-2.7999999999999994,-3.0,-0.8999999999999997,-2.000000000000001,-1.8000000000000003,-2.6,-4.6,-0.2000000000000004,4.3999999999999995,0,1
38816,38816,2019,1,16,6,33,4,-2.6000000000000005,-2.6000000000000005,-1.7,-0.9,0.1,0.0,0.8,1.9,-1.9,-0.6,-0.2,-1.6,-0.5,-0.9,0.2,-0.2,0.5,0.1,-6.1,1.2,1.4999999999999998,1.4,-0.7,1.2,-0.9,0.0,-0.3,-1.9,-1.7,0.7,1.8,-0.4,1.2,-1.4999999999999998,0.8,1.0,-1.2,1.4,1.0,0.3,0.3,2.3,-1.6,0.0,0.5,1.6,-1.2,1.3000000000000005,0.3,0.9,-0.5,0.8,0.7,-2.3,-1.0,-0.3,-2.1,2.1,0.2,0.4,1.1,2.413991016,1.7879999,2.49,-5.1000000000000005,-4.1,-2.9000000000000004,-2.8999999999999995,-2.8000000000000003,-3.0,-3.3,-5.1,-9.3,-7.499999999999999,-5.8,-2.7999999999999994,-3.0,-0.8999999999999997,-2.000000000000001,-1.8000000000000003,-2.6,-4.6,-0.2000000000000004,-0.7000000000000002,2.9,0,-1
38817,38817,2019,1,16,6,34,4,-1.7,-1.7,-0.9,0.1,0.0,0.8,1.9,-1.9,-0.6,-0.2,-1.6,-0.5,-0.9,0.2,-0.2,0.5,0.1,-6.1,1.2,1.4999999999999998,1.4,-0.7,1.2,-0.9,0.0,-0.3,-1.9,-1.7,0.7,1.8,-0.4,1.2,-1.4999999999999998,0.8,1.0,-1.2,1.4,1.0,0.3,0.3,2.3,-1.6,0.0,0.5,1.6,-1.2,1.3000000000000005,0.3,0.9,-0.5,0.8,0.7,-2.3,-1.0,-0.3,-2.1,2.1,0.2,0.4,1.1,1.1,2.413991016,1.7879999,2.49,-4.1,-2.9000000000000004,-2.8999999999999995,-2.8000000000000003,-3.0,-3.3,-5.1,-9.3,-7.499999999999999,-5.8,-2.7999999999999994,-3.0,-0.8999999999999997,-2.000000000000001,-1.8000000000000003,-2.6,-4.6,-0.2000000000000004,-0.7000000000000002,-0.39999999999999925,5.6,1,1
38819,38819,2019,1,16,6,36,4,0.1,0.1,0.0,0.8,1.9,-1.9,-0.6,-0.2,-1.6,-0.5,-0.9,0.2,-0.2,0.5,0.1,-6.1,1.2,1.4999999999999998,1.4,-0.7,1.2,-0.9,0.0,-0.3,-1.9,-1.7,0.7,1.8,-0.4,1.2,-1.4999999999999998,0.8,1.0,-1.2,1.4,1.0,0.3,0.3,2.3,-1.6,0.0,0.5,1.6,-1.2,1.3000000000000005,0.3,0.9,-0.5,0.8,0.7,-2.3,-1.0,-0.3,-2.1,2.1,0.2,0.4,1.1,1.1,-0.1,-0.4,2.413991016,1.7879999,2.49,-2.8999999999999995,-2.8000000000000003,-3.0,-3.3,-5.1,-9.3,-7.499999999999999,-5.8,-2.7999999999999994,-3.0,-0.8999999999999997,-2.000000000000001,-1.8000000000000003,-2.6,-4.6,-0.2000000000000004,-0.7000000000000002,-0.39999999999999925,-2.1999999999999997,-0.2999999999999996,4.299999999999999,0,-1
38822,38822,2019,1,16,6,39,4,1.9,1.9,-1.9,-0.6,-0.2,-1.6,-0.5,-0.9,0.2,-0.2,0.5,0.1,-6.1,1.2,1.4999999999999998,1.4,-0.7,1.2,-0.9,0.0,-0.3,-1.9,-1.7,0.7,1.8,-0.4,1.2,-1.4999999999999998,0.8,1.0,-1.2,1.4,1.0,0.3,0.3,2.3,-1.6,0.0,0.5,1.6,-1.2,1.3000000000000005,0.3,0.9,-0.5,0.8,0.7,-2.3,-1.0,-0.3,-2.1,2.1,0.2,0.4,1.1,1.1,-0.1,-0.4,0.5,0.6,0.2,2.413991016,1.7879999,2.49,-3.3,-5.1,-9.3,-7.499999999999999,-5.8,-2.7999999999999994,-3.0,-0.8999999999999997,-2.000000000000001,-1.8000000000000003,-2.6,-4.6,-0.2000000000000004,-0.7000000000000002,-0.39999999999999925,-2.1999999999999997,-0.2999999999999996,-2.9999999999999996,-1.2999999999999996,-0.2999999999999996,4.599999999999999,0,-1
38823,38823,2019,1,16,6,40,4,-1.9,-1.9,-0.6,-0.2,-1.6,-0.5,-0.9,0.2,-0.2,0.5,0.1,-6.1,1.2,1.4999999999999998,1.4,-0.7,1.2,-0.9,0.0,-0.3,-1.9,-1.7,0.7,1.8,-0.4,1.2,-1.4999999999999998,0.8,1.0,-1.2,1.4,1.0,0.3,0.3,2.3,-1.6,0.0,0.5,1.6,-1.2,1.3000000000000005,0.3,0.9,-0.5,0.8,0.7,-2.3,-1.0,-0.3,-2.1,2.1,0.2,0.4,1.1,1.1,-0.1,-0.4,0.5,0.6,0.2,0.5,2.413991016,1.7879999,2.49,-5.1,-9.3,-7.499999999999999,-5.8,-2.7999999999999994,-3.0,-0.8999999999999997,-2.000000000000001,-1.8000000000000003,-2.6,-4.6,-0.2000000000000004,-0.7000000000000002,-0.39999999999999925,-2.1999999999999997,-0.2999999999999996,-2.9999999999999996,-1.2999999999999996,-0.2999999999999996,-1.1999999999999993,4.5,0,-1
38825,38825,2019,1,16,6,42,4,-0.2,-0.2,-1.6,-0.5,-0.9,0.2,-0.2,0.5,0.1,-6.1,1.2,1.4999999999999998,1.4,-0.7,1.2,-0.9,0.0,-0.3,-1.9,-1.7,0.7,1.8,-0.4,1.2,-1.4999999999999998,0.8,1.0,-1.2,1.4,1.0,0.3,0.3,2.3,-1.6,0.0,0.5,1.6,-1.2,1.3000000000000005,0.3,0.9,-0.5,0.8,0.7,-2.3,-1.0,-0.3,-2.1,2.1,0.2,0.4,1.1,1.1,-0.1,-0.4,0.5,0.6,0.2,0.5,-0.8,0.4,2.413991016,1.7879999,2.49,-7.499999999999999,-5.8,-2.7999999999999994,-3.0,-0.8999999999999997,-2.000000000000001,-1.8000000000000003,-2.6,-4.6,-0.2000000000000004,-0.7000000000000002,-0.39999999999999925,-2.1999999999999997,-0.2999999999999996,-2.9999999999999996,-1.2999999999999996,-0.2999999999999996,-1.1999999999999993,2.1,4.800000000000001,4.4,0,-1
38827,38827,2019,1,16,6,44,4,-0.5,-0.5,-0.9,0.2,-0.2,0.5,0.1,-6.1,1.2,1.4999999999999998,1.4,-0.7,1.2,-0.9,0.0,-0.3,-1.9,-1.7,0.7,1.8,-0.4,1.2,-1.4999999999999998,0.8,1.0,-1.2,1.4,1.0,0.3,0.3,2.3,-1.6,0.0,0.5,1.6,-1.2,1.3000000000000005,0.3,0.9,-0.5,0.8,0.7,-2.3,-1.0,-0.3,-2.1,2.1,0.2,0.4,1.1,1.1,-0.1,-0.4,0.5,0.6,0.2,0.5,-0.8,0.4,4.6,0.7,2.413991016,1.7879999,2.49,-2.7999999999999994,-3.0,-0.8999999999999997,-2.000000000000001,-1.8000000000000003,-2.6,-4.6,-0.2000000000000004,-0.7000000000000002,-0.39999999999999925,-2.1999999999999997,-0.2999999999999996,-2.9999999999999996,-1.2999999999999996,-0.2999999999999996,-1.1999999999999993,2.1,4.800000000000001,4.3999999999999995,2.9,2.1000000000000005,0,-1
38880,38880,2019,1,16,7,37,4,0.6,0.6,0.2,0.5,-0.8,0.4,4.6,0.7,0.2,1.6,-0.9,-2.5,1.0,-1.0,-1.6,1.2,-0.9,1.0,-1.4999999999999998,-1.9,0.2,-0.4,-2.6000000000000005,-0.1,0.8,0.1,-0.4,0.9,-2.0,2.5,0.0,-0.4,2.1,1.3000000000000005,-2.3,-0.2,0.6,0.4,-0.1,-0.9,2.0,1.2,0.3,1.0,-0.9,0.7,0.0,0.4,-0.6,-0.9,1.3000000000000005,0.1,-0.6,0.4,0.2,0.4,-3.2,-1.4,0.5,0.6,0.9,2.413991016,1.7879999,2.49,7.1,3.999999999999999,4.800000000000001,3.3,2.5000000000000004,3.3,-2.1999999999999997,-1.9,-3.5999999999999996,-7.1,-5.999999999999999,-3.899999999999999,-7.500000000000001,-6.6,-4.2,-5.300000000000001,-4.800000000000001,-4.9,-5.4,-1.0000000000000009,2.500000000000001,0,-1
38885,38885,2019,1,16,7,42,4,4.6,4.6,0.7,0.2,1.6,-0.9,-2.5,1.0,-1.0,-1.6,1.2,-0.9,1.0,-1.4999999999999998,-1.9,0.2,-0.4,-2.6000000000000005,-0.1,0.8,0.1,-0.4,0.9,-2.0,2.5,0.0,-0.4,2.1,1.3000000000000005,-2.3,-0.2,0.6,0.4,-0.1,-0.9,2.0,1.2,0.3,1.0,-0.9,0.7,0.0,0.4,-0.6,-0.9,1.3000000000000005,0.1,-0.6,0.4,0.2,0.4,-3.2,-1.4,0.5,0.6,0.9,-1.0,0.1,-0.8,-0.2,0.2,2.413991016,1.7879999,2.49,3.3,-2.1999999999999997,-1.9,-3.5999999999999996,-7.1,-5.999999999999999,-3.899999999999999,-7.500000000000001,-6.6,-4.2,-5.300000000000001,-4.800000000000001,-4.9,-5.4,-1.0000000000000009,-1.2000000000000002,-1.2000000000000006,3.5,4.9,1.8000000000000007,4.3,0,-1
38888,38888,2019,1,16,7,45,4,1.6,1.6,-0.9,-2.5,1.0,-1.0,-1.6,1.2,-0.9,1.0,-1.4999999999999998,-1.9,0.2,-0.4,-2.6000000000000005,-0.1,0.8,0.1,-0.4,0.9,-2.0,2.5,0.0,-0.4,2.1,1.3000000000000005,-2.3,-0.2,0.6,0.4,-0.1,-0.9,2.0,1.2,0.3,1.0,-0.9,0.7,0.0,0.4,-0.6,-0.9,1.3000000000000005,0.1,-0.6,0.4,0.2,0.4,-3.2,-1.4,0.5,0.6,0.9,-1.0,0.1,-0.8,-0.2,0.2,-1.2,0.9,0.0,2.413991016,1.7879999,2.49,-3.5999999999999996,-7.1,-5.999999999999999,-3.899999999999999,-7.500000000000001,-6.6,-4.2,-5.300000000000001,-4.800000000000001,-4.9,-5.4,-1.0000000000000009,-1.2000000000000002,-1.2000000000000006,3.5,4.9,1.8000000000000007,1.5000000000000002,2.5000000000000004,2.0000000000000004,3.1999999999999997,0,-1
38900,38900,2019,1,16,7,57,4,-0.4,-0.4,-2.6000000000000005,-0.1,0.8,0.1,-0.4,0.9,-2.0,2.5,0.0,-0.4,2.1,1.3000000000000005,-2.3,-0.2,0.6,0.4,-0.1,-0.9,2.0,1.2,0.3,1.0,-0.9,0.7,0.0,0.4,-0.6,-0.9,1.3000000000000005,0.1,-0.6,0.4,0.2,0.4,-3.2,-1.4,0.5,0.6,0.9,-1.0,0.1,-0.8,-0.2,0.2,-1.2,0.9,0.0,-0.5,0.5,0.1,1.7,2.3,0.4,0.6,-0.4,-0.9,-0.3,0.0,1.4,2.413991016,1.7879999,2.49,-1.2000000000000002,-1.2000000000000006,3.5,4.9,1.8000000000000007,1.5000000000000002,2.5000000000000004,2.0000000000000004,3.900000000000001,0.5000000000000003,2.500000000000001,4.1000000000000005,2.3000000000000007,2.0,3.4,4.3,3.7,3.7,3.1999999999999997,3.2000000000000006,-2.1,0,1
38917,38917,2019,1,16,8,14,4,-0.1,-0.1,-0.9,2.0,1.2,0.3,1.0,-0.9,0.7,0.0,0.4,-0.6,-0.9,1.3000000000000005,0.1,-0.6,0.4,0.2,0.4,-3.2,-1.4,0.5,0.6,0.9,-1.0,0.1,-0.8,-0.2,0.2,-1.2,0.9,0.0,-0.5,0.5,0.1,1.7,2.3,0.4,0.6,-0.4,-0.9,-0.3,0.0,1.4,1.8,-2.2,-2.1,-0.8,2.1,0.3,1.2,1.9,-0.8,0.6,-0.7,-0.2,0.6,3.9,0.5,-2.6000000000000005,0.2,2.413991016,1.7879999,2.49,3.7,3.1999999999999997,3.2000000000000006,2.500000000000001,1.4000000000000006,0.5000000000000006,-0.09999999999999942,1.0000000000000004,0.7000000000000006,-2.4999999999999996,-4.299999999999999,-3.1999999999999997,-1.6999999999999988,-2.1,-3.1999999999999997,-2.5,-3.6999999999999993,-4.1000000000000005,-4.3,-2.3,3.7999999999999994,0,-1
