,Unnamed: 0,year,month,day,hour,minute,weekday,change,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,dow_open,euf_open,us_6mn,ma1,ma2,ma3,ma4,ma5,ma6,ma7,ma8,ma9,ma10,ma11,ma12,ma13,ma14,ma15,ma16,ma17,ma18,ma19,ma20,ma31,labels,class
22072,22072,2018,12,27,8,27,5,1.7,1.7,0.2,1.2,-0.9,-0.3,1.4,1.1,-2.2,-3.7,2.7,2.3,-2.1,2.2,-1.0,-1.1,2.1,2.0,2.6000000000000005,3.7,1.1,1.1,-0.7,2.3,-1.1,0.8,9.9,-5.3,-0.8,-0.3,4.0,1.3000000000000005,-4.6,-1.4,-2.2,0.7,-2.6000000000000005,-1.6,0.0,0.1,2.4,0.9,1.6,-3.1,0.8,0.8,-0.1,1.6,-2.1,0.8,-0.5,-3.1,3.3,-1.2,0.4,-0.3,-0.9,0.8,1.4999999999999998,0.4,-0.9,2.262906055,1.649,2.49,1.1999999999999993,1.7999999999999998,-0.5000000000000004,0.4999999999999998,0.3999999999999997,-0.4000000000000008,0.2999999999999998,1.1999999999999997,6.0,13.399999999999999,11.799999999999999,10.6,12.000000000000002,12.100000000000001,12.000000000000002,13.9,21.700000000000003,14.400000000000002,11.0,7.000000000000002,-7.899999999999999,-1,-1
22073,22073,2018,12,27,8,28,5,0.2,0.2,1.2,-0.9,-0.3,1.4,1.1,-2.2,-3.7,2.7,2.3,-2.1,2.2,-1.0,-1.1,2.1,2.0,2.6000000000000005,3.7,1.1,1.1,-0.7,2.3,-1.1,0.8,9.9,-5.3,-0.8,-0.3,4.0,1.3000000000000005,-4.6,-1.4,-2.2,0.7,-2.6000000000000005,-1.6,0.0,0.1,2.4,0.9,1.6,-3.1,0.8,0.8,-0.1,1.6,-2.1,0.8,-0.5,-3.1,3.3,-1.2,0.4,-0.3,-0.9,0.8,1.4999999999999998,0.4,-0.9,0.0,2.262906055,1.649,2.49,1.7999999999999998,-0.5000000000000004,0.4999999999999998,0.3999999999999997,-0.4000000000000008,0.2999999999999998,1.1999999999999997,6.0,13.399999999999999,11.799999999999999,10.6,12.000000000000002,12.100000000000001,12.000000000000002,13.9,21.700000000000003,14.400000000000002,11.0,7.000000000000002,9.900000000000002,-8.3,-1,-1
22085,22085,2018,12,27,8,40,5,-1.0,-1.0,-1.1,2.1,2.0,2.6000000000000005,3.7,1.1,1.1,-0.7,2.3,-1.1,0.8,9.9,-5.3,-0.8,-0.3,4.0,1.3000000000000005,-4.6,-1.4,-2.2,0.7,-2.6000000000000005,-1.6,0.0,0.1,2.4,0.9,1.6,-3.1,0.8,0.8,-0.1,1.6,-2.1,0.8,-0.5,-3.1,3.3,-1.2,0.4,-0.3,-0.9,0.8,1.4999999999999998,0.4,-0.9,0.0,-2.5,-0.5,-1.0,3.5,2.4,2.6000000000000005,-0.5,-1.4999999999999998,0.1,-3.3,-0.3,-2.0,2.262906055,1.649,2.49,12.100000000000001,12.000000000000002,13.9,21.700000000000003,14.400000000000002,11.0,7.000000000000002,9.900000000000002,10.100000000000001,6.200000000000001,2.500000000000002,1.4000000000000026,1.300000000000001,-11.2,-7.5,-6.699999999999999,-6.300000000000001,-7.899999999999999,-8.3,-2.1000000000000014,0.2999999999999996,0,-1
22104,22104,2018,12,27,8,59,5,-1.4,-1.4,-2.2,0.7,-2.6000000000000005,-1.6,0.0,0.1,2.4,0.9,1.6,-3.1,0.8,0.8,-0.1,1.6,-2.1,0.8,-0.5,-3.1,3.3,-1.2,0.4,-0.3,-0.9,0.8,1.4999999999999998,0.4,-0.9,0.0,-2.5,-0.5,-1.0,3.5,2.4,2.6000000000000005,-0.5,-1.4999999999999998,0.1,-3.3,-0.3,-2.0,1.9,2.1,0.8,3.1,0.0,2.3,-1.4,-2.0,-1.0,0.8,1.8,-2.0,5.1,-0.2,1.7,0.2,4.1,6.3,4.1,2.262906055,1.649,2.49,-2.1000000000000014,-3.800000000000001,-0.8000000000000009,-0.7000000000000015,1.8,5.0,2.9,3.6000000000000005,0.7000000000000002,-3.3,-1.5999999999999996,0.2999999999999996,-0.10000000000000009,-1.2000000000000004,-2.0,-2.8000000000000007,0.7999999999999996,0.39999999999999936,-3.3306690738754696e-16,3.0999999999999996,1.5000000000000016,0,-1
23369,23369,2018,12,28,6,5,6,0.7,0.7,-1.4,-0.2,0.7,1.1,1.9,-2.0,-1.3000000000000005,0.3,2.1,-0.4,-0.1,1.4,-0.3,1.0,-1.4,-1.4999999999999998,0.2,-0.3,-0.8,-0.4,-2.8,-0.1,0.2,0.8,-2.7,-0.7,-0.8,-1.1,1.6,2.5,-0.5,-0.3,0.8,0.6,0.0,1.8,-0.7,1.0,1.4999999999999998,1.3000000000000005,0.4,0.7,0.0,0.1,-3.0,-1.8,-3.9,3.2,-1.4999999999999998,1.0,-0.7,0.0,0.0,0.9,0.0,-0.3,-0.6,0.1,-0.6,2.321360938,1.6959999,2.48,1.8999999999999995,0.7999999999999997,2.099999999999999,3.6999999999999993,2.6999999999999993,2.5999999999999996,-0.7000000000000008,-0.2000000000000004,1.2999999999999998,0.7000000000000006,-2.2,-2.1999999999999997,-4.9,-6.399999999999999,-5.8999999999999995,-6.1,-7.4,-6.6000000000000005,-7.6,-8.4,6.7,1,1
23372,23372,2018,12,28,6,8,6,0.7,0.7,1.1,1.9,-2.0,-1.3000000000000005,0.3,2.1,-0.4,-0.1,1.4,-0.3,1.0,-1.4,-1.4999999999999998,0.2,-0.3,-0.8,-0.4,-2.8,-0.1,0.2,0.8,-2.7,-0.7,-0.8,-1.1,1.6,2.5,-0.5,-0.3,0.8,0.6,0.0,1.8,-0.7,1.0,1.4999999999999998,1.3000000000000005,0.4,0.7,0.0,0.1,-3.0,-1.8,-3.9,3.2,-1.4999999999999998,1.0,-0.7,0.0,0.0,0.9,0.0,-0.3,-0.6,0.1,-0.6,-0.5,0.9,-0.6,2.321360938,1.6959999,2.48,3.6999999999999993,2.6999999999999993,2.5999999999999996,-0.7000000000000008,-0.2000000000000004,1.2999999999999998,0.7000000000000006,-2.2,-2.1999999999999997,-4.9,-6.399999999999999,-5.8999999999999995,-6.1,-7.4,-6.6000000000000005,-7.6,-8.4,-6.0,-3.1000000000000014,-0.7999999999999998,7.400000000000001,1,1
23387,23387,2018,12,28,6,23,6,-0.3,-0.3,-0.8,-0.4,-2.8,-0.1,0.2,0.8,-2.7,-0.7,-0.8,-1.1,1.6,2.5,-0.5,-0.3,0.8,0.6,0.0,1.8,-0.7,1.0,1.4999999999999998,1.3000000000000005,0.4,0.7,0.0,0.1,-3.0,-1.8,-3.9,3.2,-1.4999999999999998,1.0,-0.7,0.0,0.0,0.9,0.0,-0.3,-0.6,0.1,-0.6,-0.5,0.9,-0.6,-1.2,-1.1,2.1,-0.9,0.4,1.0,-1.0,1.4999999999999998,1.3000000000000005,0.4,2.2,-1.2,-2.2,0.6,3.6,2.321360938,1.6959999,2.48,-7.6,-8.4,-6.0,-3.1000000000000014,-0.7999999999999998,-1.000000000000001,-0.40000000000000036,-0.6000000000000009,2.1,4.599999999999999,4.7,6.8,6.7,5.500000000000001,6.400000000000001,7.400000000000001,6.600000000000001,6.1,3.0999999999999996,-0.49999999999999933,2.0000000000000004,0,-1
23388,23388,2018,12,28,6,24,6,-0.8,-0.8,-0.4,-2.8,-0.1,0.2,0.8,-2.7,-0.7,-0.8,-1.1,1.6,2.5,-0.5,-0.3,0.8,0.6,0.0,1.8,-0.7,1.0,1.4999999999999998,1.3000000000000005,0.4,0.7,0.0,0.1,-3.0,-1.8,-3.9,3.2,-1.4999999999999998,1.0,-0.7,0.0,0.0,0.9,0.0,-0.3,-0.6,0.1,-0.6,-0.5,0.9,-0.6,-1.2,-1.1,2.1,-0.9,0.4,1.0,-1.0,1.4999999999999998,1.3000000000000005,0.4,2.2,-1.2,-2.2,0.6,3.6,-0.3,2.321360938,1.6959999,2.48,-8.4,-6.0,-3.1000000000000014,-0.7999999999999998,-1.000000000000001,-0.40000000000000036,-0.6000000000000009,2.1,4.599999999999999,4.7,6.8,6.7,5.500000000000001,6.400000000000001,7.400000000000001,6.600000000000001,6.1,3.0999999999999996,-0.49999999999999933,-3.6999999999999993,-1.0999999999999996,0,-1
23397,23397,2018,12,28,6,33,6,-1.1,-1.1,1.6,2.5,-0.5,-0.3,0.8,0.6,0.0,1.8,-0.7,1.0,1.4999999999999998,1.3000000000000005,0.4,0.7,0.0,0.1,-3.0,-1.8,-3.9,3.2,-1.4999999999999998,1.0,-0.7,0.0,0.0,0.9,0.0,-0.3,-0.6,0.1,-0.6,-0.5,0.9,-0.6,-1.2,-1.1,2.1,-0.9,0.4,1.0,-1.0,1.4999999999999998,1.3000000000000005,0.4,2.2,-1.2,-2.2,0.6,3.6,-0.3,0.0,-1.8,1.4999999999999998,-0.7,0.6,-1.1,-0.8,-1.2,-0.5,2.321360938,1.6959999,2.48,4.7,6.8,6.7,5.500000000000001,6.400000000000001,7.400000000000001,6.600000000000001,6.1,3.0999999999999996,-0.49999999999999933,-3.6999999999999993,-1.4999999999999991,-4.499999999999999,-4.8,-5.9,-6.6,-6.6,-5.799999999999999,-2.8000000000000003,-1.2999999999999994,-1.4,0,1
23409,23409,2018,12,28,6,45,6,1.3000000000000005,1.3000000000000005,0.4,0.7,0.0,0.1,-3.0,-1.8,-3.9,3.2,-1.4999999999999998,1.0,-0.7,0.0,0.0,0.9,0.0,-0.3,-0.6,0.1,-0.6,-0.5,0.9,-0.6,-1.2,-1.1,2.1,-0.9,0.4,1.0,-1.0,1.4999999999999998,1.3000000000000005,0.4,2.2,-1.2,-2.2,0.6,3.6,-0.3,0.0,-1.8,1.4999999999999998,-0.7,0.6,-1.1,-0.8,-1.2,-0.5,-1.1,0.2,-0.7,0.9,-0.6,-3.0,1.2,2.5,-0.4,-2.0,1.2,1.1,2.321360938,1.6959999,2.48,-4.499999999999999,-4.8,-5.9,-6.6,-6.6,-5.799999999999999,-2.8000000000000003,-1.2999999999999994,2.0000000000000004,-1.0999999999999996,-0.19999999999999984,-1.7,-0.09999999999999987,-0.7,-1.9,-3.9,-1.7999999999999998,-2.3999999999999995,-1.4,-0.49999999999999956,5.9,1,1
23410,23410,2018,12,28,6,46,6,0.4,0.4,0.7,0.0,0.1,-3.0,-1.8,-3.9,3.2,-1.4999999999999998,1.0,-0.7,0.0,0.0,0.9,0.0,-0.3,-0.6,0.1,-0.6,-0.5,0.9,-0.6,-1.2,-1.1,2.1,-0.9,0.4,1.0,-1.0,1.4999999999999998,1.3000000000000005,0.4,2.2,-1.2,-2.2,0.6,3.6,-0.3,0.0,-1.8,1.4999999999999998,-0.7,0.6,-1.1,-0.8,-1.2,-0.5,-1.1,0.2,-0.7,0.9,-0.6,-3.0,1.2,2.5,-0.4,-2.0,1.2,1.1,2.1,2.321360938,1.6959999,2.48,-4.8,-5.9,-6.6,-6.6,-5.799999999999999,-2.8000000000000003,-1.2999999999999994,2.0000000000000004,-1.0999999999999996,-0.19999999999999984,-1.7,-0.09999999999999987,-0.7,-1.9,-3.9,-1.7999999999999998,-2.3999999999999995,-1.4,-0.49999999999999956,-0.8999999999999999,2.6000000000000014,0,1
23411,23411,2018,12,28,6,47,6,0.7,0.7,0.0,0.1,-3.0,-1.8,-3.9,3.2,-1.4999999999999998,1.0,-0.7,0.0,0.0,0.9,0.0,-0.3,-0.6,0.1,-0.6,-0.5,0.9,-0.6,-1.2,-1.1,2.1,-0.9,0.4,1.0,-1.0,1.4999999999999998,1.3000000000000005,0.4,2.2,-1.2,-2.2,0.6,3.6,-0.3,0.0,-1.8,1.4999999999999998,-0.7,0.6,-1.1,-0.8,-1.2,-0.5,-1.1,0.2,-0.7,0.9,-0.6,-3.0,1.2,2.5,-0.4,-2.0,1.2,1.1,2.1,-0.5,2.321360938,1.6959999,2.48,-5.9,-6.6,-6.6,-5.799999999999999,-2.8000000000000003,-1.2999999999999994,2.0000000000000004,-1.0999999999999996,-0.19999999999999984,-1.7,-0.09999999999999987,-0.7,-1.9,-3.9,-1.7999999999999998,-2.3999999999999995,-1.4,-0.49999999999999956,-0.8999999999999999,1.1,2.8,0,1
23412,23412,2018,12,28,6,48,6,0.0,0.0,0.1,-3.0,-1.8,-3.9,3.2,-1.4999999999999998,1.0,-0.7,0.0,0.0,0.9,0.0,-0.3,-0.6,0.1,-0.6,-0.5,0.9,-0.6,-1.2,-1.1,2.1,-0.9,0.4,1.0,-1.0,1.4999999999999998,1.3000000000000005,0.4,2.2,-1.2,-2.2,0.6,3.6,-0.3,0.0,-1.8,1.4999999999999998,-0.7,0.6,-1.1,-0.8,-1.2,-0.5,-1.1,0.2,-0.7,0.9,-0.6,-3.0,1.2,2.5,-0.4,-2.0,1.2,1.1,2.1,-0.5,-0.2,2.321360938,1.6959999,2.48,-6.6,-6.6,-5.799999999999999,-2.8000000000000003,-1.2999999999999994,2.0000000000000004,-1.0999999999999996,-0.19999999999999984,-1.7,-0.09999999999999987,-0.7,-1.9,-3.9,-1.7999999999999998,-2.3999999999999995,-1.4,-0.49999999999999956,-0.8999999999999999,1.1,1.5000000000000004,1.7000000000000004,0,1
23413,23413,2018,12,28,6,49,6,0.1,0.1,-3.0,-1.8,-3.9,3.2,-1.4999999999999998,1.0,-0.7,0.0,0.0,0.9,0.0,-0.3,-0.6,0.1,-0.6,-0.5,0.9,-0.6,-1.2,-1.1,2.1,-0.9,0.4,1.0,-1.0,1.4999999999999998,1.3000000000000005,0.4,2.2,-1.2,-2.2,0.6,3.6,-0.3,0.0,-1.8,1.4999999999999998,-0.7,0.6,-1.1,-0.8,-1.2,-0.5,-1.1,0.2,-0.7,0.9,-0.6,-3.0,1.2,2.5,-0.4,-2.0,1.2,1.1,2.1,-0.5,-0.2,0.2,2.321360938,1.6959999,2.48,-6.6,-5.799999999999999,-2.8000000000000003,-1.2999999999999994,2.0000000000000004,-1.0999999999999996,-0.19999999999999984,-1.7,-0.09999999999999987,-0.7,-1.9,-3.9,-1.7999999999999998,-2.3999999999999995,-1.4,-0.49999999999999956,-0.8999999999999999,1.1,1.5000000000000004,2.5000000000000004,0.09999999999999953,0,1
23414,23414,2018,12,28,6,50,6,-3.0,-3.0,-1.8,-3.9,3.2,-1.4999999999999998,1.0,-0.7,0.0,0.0,0.9,0.0,-0.3,-0.6,0.1,-0.6,-0.5,0.9,-0.6,-1.2,-1.1,2.1,-0.9,0.4,1.0,-1.0,1.4999999999999998,1.3000000000000005,0.4,2.2,-1.2,-2.2,0.6,3.6,-0.3,0.0,-1.8,1.4999999999999998,-0.7,0.6,-1.1,-0.8,-1.2,-0.5,-1.1,0.2,-0.7,0.9,-0.6,-3.0,1.2,2.5,-0.4,-2.0,1.2,1.1,2.1,-0.5,-0.2,0.2,0.4,2.321360938,1.6959999,2.48,-5.799999999999999,-2.8000000000000003,-1.2999999999999994,2.0000000000000004,-1.0999999999999996,-0.19999999999999984,-1.7,-0.09999999999999987,-0.7,-1.9,-3.9,-1.7999999999999998,-2.3999999999999995,-1.4,-0.49999999999999956,-0.8999999999999999,1.1,1.5000000000000004,2.5000000000000004,5.9,0.19999999999999973,0,1
23418,23418,2018,12,28,6,54,6,-1.4999999999999998,-1.4999999999999998,1.0,-0.7,0.0,0.0,0.9,0.0,-0.3,-0.6,0.1,-0.6,-0.5,0.9,-0.6,-1.2,-1.1,2.1,-0.9,0.4,1.0,-1.0,1.4999999999999998,1.3000000000000005,0.4,2.2,-1.2,-2.2,0.6,3.6,-0.3,0.0,-1.8,1.4999999999999998,-0.7,0.6,-1.1,-0.8,-1.2,-0.5,-1.1,0.2,-0.7,0.9,-0.6,-3.0,1.2,2.5,-0.4,-2.0,1.2,1.1,2.1,-0.5,-0.2,0.2,0.4,-5.200000000000001,2.4,-3.6,4.8,2.321360938,1.6959999,2.48,-1.0999999999999996,-0.19999999999999984,-1.7,-0.09999999999999987,-0.7,-1.9,-3.9,-1.7999999999999998,-2.3999999999999995,-1.4,-0.49999999999999956,-0.8999999999999999,1.1,1.5000000000000004,2.5000000000000004,5.9,5.800000000000001,1.5,3.0000000000000004,6.2,-5.1,-1,-1
23434,23434,2018,12,28,7,10,6,2.1,2.1,-0.9,0.4,1.0,-1.0,1.4999999999999998,1.3000000000000005,0.4,2.2,-1.2,-2.2,0.6,3.6,-0.3,0.0,-1.8,1.4999999999999998,-0.7,0.6,-1.1,-0.8,-1.2,-0.5,-1.1,0.2,-0.7,0.9,-0.6,-3.0,1.2,2.5,-0.4,-2.0,1.2,1.1,2.1,-0.5,-0.2,0.2,0.4,-5.200000000000001,2.4,-3.6,4.8,-2.5,-0.9,-7.6,-1.1,-1.1,-2.2,1.4,1.4,-2.6000000000000005,2.0,2.0,0.7,0.1,0.9,-0.2,-0.9,2.321360938,1.6959999,2.48,5.800000000000001,1.5,3.0000000000000004,6.2,4.9,5.9,2.6000000000000014,2.8,1.7000000000000004,0.09999999999999953,0.19999999999999973,1.5999999999999999,-0.20000000000000018,-4.300000000000001,-5.1,-4.8999999999999995,-3.8,-4.3999999999999995,-4.3,-7.8999999999999995,4.4,0,1
23451,23451,2018,12,28,7,27,6,-0.7,-0.7,0.6,-1.1,-0.8,-1.2,-0.5,-1.1,0.2,-0.7,0.9,-0.6,-3.0,1.2,2.5,-0.4,-2.0,1.2,1.1,2.1,-0.5,-0.2,0.2,0.4,-5.200000000000001,2.4,-3.6,4.8,-2.5,-0.9,-7.6,-1.1,-1.1,-2.2,1.4,1.4,-2.6000000000000005,2.0,2.0,0.7,0.1,0.9,-0.2,-0.9,0.1,0.8,2.2,1.3000000000000005,-2.3,-5.4,2.1,-0.2,-0.1,-2.6000000000000005,-0.3,-1.0,2.2,1.8,-3.5,-0.4,0.9,2.321360938,1.6959999,2.48,-4.3999999999999995,-4.3,-7.8999999999999995,-5.6,-2.3,-1.5,-3.0,-0.7,0.2000000000000004,3.0,1.6,2.0,5.2,4.4,-3.300000000000001,-0.5000000000000004,-2.100000000000001,1.4999999999999987,-2.1000000000000005,-5.100000000000001,0.5999999999999989,0,-1
23452,23452,2018,12,28,7,28,6,0.6,0.6,-1.1,-0.8,-1.2,-0.5,-1.1,0.2,-0.7,0.9,-0.6,-3.0,1.2,2.5,-0.4,-2.0,1.2,1.1,2.1,-0.5,-0.2,0.2,0.4,-5.200000000000001,2.4,-3.6,4.8,-2.5,-0.9,-7.6,-1.1,-1.1,-2.2,1.4,1.4,-2.6000000000000005,2.0,2.0,0.7,0.1,0.9,-0.2,-0.9,0.1,0.8,2.2,1.3000000000000005,-2.3,-5.4,2.1,-0.2,-0.1,-2.6000000000000005,-0.3,-1.0,2.2,1.8,-3.5,-0.4,0.9,-0.7,2.321360938,1.6959999,2.48,-4.3,-7.8999999999999995,-5.6,-2.3,-1.5,-3.0,-0.7,0.2000000000000004,3.0,1.6,2.0,5.2,4.4,-3.300000000000001,-0.5000000000000004,-2.100000000000001,1.4999999999999987,-2.1000000000000005,-5.100000000000001,-12.200000000000001,2.599999999999999,0,1
23456,23456,2018,12,28,7,32,6,-0.5,-0.5,-1.1,0.2,-0.7,0.9,-0.6,-3.0,1.2,2.5,-0.4,-2.0,1.2,1.1,2.1,-0.5,-0.2,0.2,0.4,-5.200000000000001,2.4,-3.6,4.8,-2.5,-0.9,-7.6,-1.1,-1.1,-2.2,1.4,1.4,-2.6000000000000005,2.0,2.0,0.7,0.1,0.9,-0.2,-0.9,0.1,0.8,2.2,1.3000000000000005,-2.3,-5.4,2.1,-0.2,-0.1,-2.6000000000000005,-0.3,-1.0,2.2,1.8,-3.5,-0.4,0.9,-0.7,-3.4,-2.6000000000000005,-3.1,-1.0,2.321360938,1.6959999,2.48,-1.5,-3.0,-0.7,0.2000000000000004,3.0,1.6,2.0,5.2,4.4,-3.300000000000001,-0.5000000000000004,-2.100000000000001,1.4999999999999987,-2.1000000000000005,-5.100000000000001,-12.200000000000001,-13.1,-14.4,-17.0,-10.4,2.8999999999999995,0,1
23476,23476,2018,12,28,7,52,6,-3.6,-3.6,4.8,-2.5,-0.9,-7.6,-1.1,-1.1,-2.2,1.4,1.4,-2.6000000000000005,2.0,2.0,0.7,0.1,0.9,-0.2,-0.9,0.1,0.8,2.2,1.3000000000000005,-2.3,-5.4,2.1,-0.2,-0.1,-2.6000000000000005,-0.3,-1.0,2.2,1.8,-3.5,-0.4,0.9,-0.7,-3.4,-2.6000000000000005,-3.1,-1.0,0.8,0.8,0.0,1.3000000000000005,0.9,-2.7,-0.6,2.7,-2.1,4.3,-0.1,-1.0,-1.8,1.7,0.7,0.3,-0.4,0.3,0.5,0.3,2.321360938,1.6959999,2.48,-11.399999999999999,-10.400000000000002,-13.2,-8.7,-7.1000000000000005,0.5999999999999989,2.599999999999999,3.4999999999999987,4.799999999999999,3.499999999999999,2.8999999999999995,7.699999999999999,7.000000000000001,2.700000000000001,-3.3999999999999995,-1.3999999999999995,-2.4999999999999996,-2.4,-4.1,-4.5,-9.799999999999999,-1,1
23479,23479,2018,12,28,7,55,6,-0.9,-0.9,-7.6,-1.1,-1.1,-2.2,1.4,1.4,-2.6000000000000005,2.0,2.0,0.7,0.1,0.9,-0.2,-0.9,0.1,0.8,2.2,1.3000000000000005,-2.3,-5.4,2.1,-0.2,-0.1,-2.6000000000000005,-0.3,-1.0,2.2,1.8,-3.5,-0.4,0.9,-0.7,-3.4,-2.6000000000000005,-3.1,-1.0,0.8,0.8,0.0,1.3000000000000005,0.9,-2.7,-0.6,2.7,-2.1,4.3,-0.1,-1.0,-1.8,1.7,0.7,0.3,-0.4,0.3,0.5,0.3,4.1,0.3,3.2,2.321360938,1.6959999,2.48,-8.7,-7.1000000000000005,0.5999999999999989,2.599999999999999,3.4999999999999987,4.799999999999999,3.499999999999999,2.8999999999999995,7.699999999999999,7.000000000000001,2.700000000000001,-3.3999999999999995,-1.3999999999999995,-2.4999999999999996,-2.4,-4.1,-4.5,-6.3,-6.3,-5.800000000000001,-8.7,-1,1
23480,23480,2018,12,28,7,56,6,-7.6,-7.6,-1.1,-1.1,-2.2,1.4,1.4,-2.6000000000000005,2.0,2.0,0.7,0.1,0.9,-0.2,-0.9,0.1,0.8,2.2,1.3000000000000005,-2.3,-5.4,2.1,-0.2,-0.1,-2.6000000000000005,-0.3,-1.0,2.2,1.8,-3.5,-0.4,0.9,-0.7,-3.4,-2.6000000000000005,-3.1,-1.0,0.8,0.8,0.0,1.3000000000000005,0.9,-2.7,-0.6,2.7,-2.1,4.3,-0.1,-1.0,-1.8,1.7,0.7,0.3,-0.4,0.3,0.5,0.3,4.1,0.3,3.2,-2.5,2.321360938,1.6959999,2.48,-7.1000000000000005,0.5999999999999989,2.599999999999999,3.4999999999999987,4.799999999999999,3.499999999999999,2.8999999999999995,7.699999999999999,7.000000000000001,2.700000000000001,-3.3999999999999995,-1.3999999999999995,-2.4999999999999996,-2.4,-4.1,-4.5,-6.3,-6.3,-5.800000000000001,-7.000000000000001,-6.999999999999998,-1,1
23486,23486,2018,12,28,8,2,6,-2.6000000000000005,-2.6000000000000005,2.0,2.0,0.7,0.1,0.9,-0.2,-0.9,0.1,0.8,2.2,1.3000000000000005,-2.3,-5.4,2.1,-0.2,-0.1,-2.6000000000000005,-0.3,-1.0,2.2,1.8,-3.5,-0.4,0.9,-0.7,-3.4,-2.6000000000000005,-3.1,-1.0,0.8,0.8,0.0,1.3000000000000005,0.9,-2.7,-0.6,2.7,-2.1,4.3,-0.1,-1.0,-1.8,1.7,0.7,0.3,-0.4,0.3,0.5,0.3,4.1,0.3,3.2,-2.5,1.4,1.8,2.1,0.0,5.200000000000001,4.6,2.321360938,1.6959999,2.48,2.8999999999999995,7.699999999999999,7.000000000000001,2.700000000000001,-3.3999999999999995,-1.3999999999999995,-2.4999999999999996,-2.4,-4.1,-4.5,-6.3,-6.3,-5.800000000000001,-7.000000000000001,-2.0000000000000004,-3.2000000000000006,-3.700000000000001,-7.0,-7.0,-9.8,5.4,1,1
23488,23488,2018,12,28,8,4,6,2.0,2.0,0.7,0.1,0.9,-0.2,-0.9,0.1,0.8,2.2,1.3000000000000005,-2.3,-5.4,2.1,-0.2,-0.1,-2.6000000000000005,-0.3,-1.0,2.2,1.8,-3.5,-0.4,0.9,-0.7,-3.4,-2.6000000000000005,-3.1,-1.0,0.8,0.8,0.0,1.3000000000000005,0.9,-2.7,-0.6,2.7,-2.1,4.3,-0.1,-1.0,-1.8,1.7,0.7,0.3,-0.4,0.3,0.5,0.3,4.1,0.3,3.2,-2.5,1.4,1.8,2.1,0.0,5.200000000000001,4.6,3.0,-4.9,2.321360938,1.6959999,2.48,7.000000000000001,2.700000000000001,-3.3999999999999995,-1.3999999999999995,-2.4999999999999996,-2.4,-4.1,-4.5,-6.3,-6.3,-5.800000000000001,-7.000000000000001,-2.0000000000000004,-3.2000000000000006,-3.700000000000001,-7.0,-7.0,-9.8,-9.799999999999999,-11.2,2.6999999999999997,0,1
23489,23489,2018,12,28,8,5,6,0.7,0.7,0.1,0.9,-0.2,-0.9,0.1,0.8,2.2,1.3000000000000005,-2.3,-5.4,2.1,-0.2,-0.1,-2.6000000000000005,-0.3,-1.0,2.2,1.8,-3.5,-0.4,0.9,-0.7,-3.4,-2.6000000000000005,-3.1,-1.0,0.8,0.8,0.0,1.3000000000000005,0.9,-2.7,-0.6,2.7,-2.1,4.3,-0.1,-1.0,-1.8,1.7,0.7,0.3,-0.4,0.3,0.5,0.3,4.1,0.3,3.2,-2.5,1.4,1.8,2.1,0.0,5.200000000000001,4.6,3.0,-4.9,0.5,2.321360938,1.6959999,2.48,2.700000000000001,-3.3999999999999995,-1.3999999999999995,-2.4999999999999996,-2.4,-4.1,-4.5,-6.3,-6.3,-5.800000000000001,-7.000000000000001,-2.0000000000000004,-3.2000000000000006,-3.700000000000001,-7.0,-7.0,-9.8,-9.799999999999999,-11.2,-12.199999999999998,0.900000000000001,0,1
23490,23490,2018,12,28,8,6,6,0.1,0.1,0.9,-0.2,-0.9,0.1,0.8,2.2,1.3000000000000005,-2.3,-5.4,2.1,-0.2,-0.1,-2.6000000000000005,-0.3,-1.0,2.2,1.8,-3.5,-0.4,0.9,-0.7,-3.4,-2.6000000000000005,-3.1,-1.0,0.8,0.8,0.0,1.3000000000000005,0.9,-2.7,-0.6,2.7,-2.1,4.3,-0.1,-1.0,-1.8,1.7,0.7,0.3,-0.4,0.3,0.5,0.3,4.1,0.3,3.2,-2.5,1.4,1.8,2.1,0.0,5.200000000000001,4.6,3.0,-4.9,0.5,-0.1,2.321360938,1.6959999,2.48,-3.3999999999999995,-1.3999999999999995,-2.4999999999999996,-2.4,-4.1,-4.5,-6.3,-6.3,-5.800000000000001,-7.000000000000001,-2.0000000000000004,-3.2000000000000006,-3.700000000000001,-7.0,-7.0,-9.8,-9.799999999999999,-11.2,-12.199999999999998,-8.7,1.2999999999999994,0,1
