year,month,day,Weekday,dow_open,euf_open,us_6mn
2018,7,10,3,2.48069707,2.065,2.15
2018,7,11,4,2.478948047,2.0389999,2.14
2018,7,12,5,2.480290039,2.034,2.17
2018,7,13,6,2.492607031,2.034,2.16
2018,7,16,2,2.502558008,2.043,2.19
2018,7,17,3,2.503391992,2.04,2.19
2018,7,18,4,2.513378906,2.0389999,2.17
2018,7,19,5,2.513915039,2.0309999,2.16
2018,7,20,6,2.504114063,2.0299999,2.16
2018,7,23,2,2.503690039,2.0459999,2.19
2018,7,24,3,2.509242969,2.0799999,2.19
2018,7,25,4,2.518369922,2.076,2.2
2018,7,26,5,2.546855078,2.083,2.19
2018,7,27,6,2.552051953,2.083,2.2
2018,7,30,2,2.543932031,2.1,2.21
2018,7,31,3,2.534521094,2.1299999,2.21
2018,8,1,4,2.546163086,2.1139999,2.22
2018,8,2,5,2.525644922,2.06,2.22
2018,8,3,6,2.536036914,2.0620001,2.23
2018,8,6,2,2.543742969,2.05,2.23
2018,8,7,3,2.555165039,2.073,2.23
2018,8,8,4,2.56157207,2.066,2.24
2018,8,9,5,2.558978906,2.0690001,2.25
2018,8,10,6,2.540118945,2.0030001,2.23
2018,8,13,2,2.532718945,1.999,2.22
2018,8,14,3,2.521568945,1.9809999,2.25
2018,8,15,4,2.523536914,1.9549999,2.23
2018,8,16,5,2.52949707,1.973,2.24
2018,8,17,6,2.555080078,1.957,2.24
2018,8,20,2,2.572769922,1.974,2.25
2018,8,21,3,2.578699023,2.0049999,2.25
2018,8,22,4,2.582506055,2.0200001,2.24
2018,8,23,5,2.571485938,2.002,2.23
2018,8,24,6,2.568858008,2.0139999,2.25
2018,8,27,2,2.588271094,2.0219999,2.25
2018,8,28,3,2.609269922,2.0459999,2.28
2018,8,29,4,2.60825293,2.023,2.28
2018,8,30,5,2.609900977,2.0190001,2.28
2018,8,31,6,2.596484961,2.001,2.28
2018,9,4,3,2.591607031,1.983,2.29
2018,9,5,4,2.591983984,2.016,2.3
2018,9,6,5,2.597301953,2.009,2.3
2018,9,7,6,2.595101953,1.9709999,2.3
2018,9,10,2,2.599191016,1.999,2.32
2018,9,11,3,2.584114063,1.977,2.31
2018,9,12,4,2.598907031,1.9799999,2.33
2018,9,13,5,2.608393945,2.015,2.33
2018,9,14,6,2.616956055,2.008,2.33
2018,9,17,2,2.615166016,2.027,2.35
2018,9,18,3,2.607621094,2.027,2.36
2018,9,19,4,2.628783984,2.042,2.36
2018,9,20,5,2.651939063,2.1,2.37
2018,9,21,6,2.672625,2.1040001,2.38
2018,9,24,2,2.670525,2.1120001,2.38
2018,9,25,3,2.660158008,2.11,2.38
2018,9,26,4,2.653685938,2.099,2.37
2018,9,27,5,2.641826953,2.0860001,2.37
2018,9,28,6,2.640766016,2.026,2.36
2018,10,1,2,2.659835938,2.0299999,2.4
2018,10,2,3,2.664891016,2.002,2.41
2018,10,3,4,2.68334707,2.009,2.41
2018,10,4,5,2.678408008,2.018,2.42
2018,10,5,6,2.663276953,2.001,2.41
2018,10,8,2,2.639944922,1.9559999,ND
2018,10,9,3,2.646918945,1.957,2.46
2018,10,10,4,2.644173047,1.984,2.45
2018,10,11,5,2.551839063,1.942,2.44
2018,10,12,6,2.540763086,1.932,2.44
2018,10,15,2,2.533246094,1.9120001,2.47
2018,10,16,3,2.53515293,1.923,2.46
2018,10,17,4,2.570586914,1.917,2.47
2018,10,18,5,2.564556055,1.901,2.47
2018,10,19,6,2.542108984,1.8690001,2.48
2018,10,22,2,2.549214063,1.876,2.49
2018,10,23,3,2.503846094,1.842,2.48
2018,10,24,4,2.517288086,1.834,2.47
2018,10,25,5,2.473653906,1.817,2.47
2018,10,26,6,2.477025,1.7950001,2.47
2018,10,29,2,2.481898047,1.8450001,2.49
2018,10,30,3,2.448203906,1.8280001,2.48
2018,10,31,4,2.500882031,1.8440001,2.49
2018,11,1,5,2.514208008,1.873,2.49
2018,11,2,6,2.544359961,1.9059999,2.5
2018,11,5,2,2.52614707,1.8940001,2.51
2018,11,6,3,2.545283008,1.8799999,2.52
2018,11,7,4,2.578846094,1.9139999,2.51
2018,11,8,5,2.613958984,1.917,2.52
2018,11,9,6,2.614910938,1.893,2.52
2018,11,12,2,2.595933008,1.8719999,ND
2018,11,13,3,2.532121094,1.8709999,2.53
2018,11,14,4,2.538808008,1.893,2.52
2018,11,15,5,2.506148047,1.841,2.51
2018,11,16,6,2.524234961,1.8530001,2.5
2018,11,19,2,2.539260938,1.865,2.52
2018,11,20,3,2.461867969,1.818,2.51
2018,11,21,4,2.454165039,1.824,2.52
2018,11,23,6,2.433640039,1.8200001,2.52
2018,11,26,2,2.436413086,1.8620001,2.54
2018,11,27,3,2.455701953,1.851,2.53
2018,11,28,4,2.483283984,1.8559999,2.53
2018,11,29,5,2.534365039,1.86,2.52
2018,11,30,6,2.530714063,1.8389999,2.52
2018,12,3,2,2.577957031,1.8719999,2.56
2018,12,4,3,2.575256055,1.857,2.58
2018,12,6,5,2.473741992,1.7629999,2.56
2018,12,7,6,2.491882031,1.774,2.54
2018,12,10,2,2.436094922,1.7450001,2.54
2018,12,11,3,2.471991016,1.742,2.55
2018,12,12,4,2.450908984,1.758,2.56
2018,12,13,5,2.457585938,1.773,2.56
2018,12,14,6,2.440803906,1.74,2.56
2018,12,17,2,2.398683008,1.7370001,2.54
2018,12,18,3,2.376913086,1.7129999,2.53
2018,12,19,4,2.369333008,1.715,2.54
2018,12,20,5,2.322411914,1.6889999,2.55
2018,12,21,6,2.287174023,1.676,2.54
2018,12,24,2,2.23172793,1.65,2.52
2018,12,26,4,2.185773047,1.6450001,2.54
2018,12,27,5,2.262906055,1.649,2.49
2018,12,28,6,2.321360938,1.6959999,2.48
2018,12,31,2,2.315393945,1.6950001,2.56
