,date,time,abstract,sentiment_score
14,2019-06-27,21:30:01+0000,"Mr. Bennet, a senator from Colorado, has called for a lifetime ban on members of Congress becoming lobbyists, and other measures meant to reboot American democracy.","{'neg': 0.135, 'neu': 0.865, 'pos': 0.0, 'compound': -0.5574}"
15,2019-06-12,04:06:10+0000,"In the most ferocious day of attacks so far in the campaign, the two men traded insults as they each campaigned in Iowa.","{'neg': 0.27, 'neu': 0.73, 'pos': 0.0, 'compound': -0.7501}"
16,2019-06-29,13:31:38+0000,"Vowing to eliminate private health insurance and decriminalize illegal immigration, the dominant candidates in the first 2020 presidential debates made few overtures to centrist Democrats.","{'neg': 0.13, 'neu': 0.87, 'pos': 0.0, 'compound': -0.5574}"
17,2019-06-13,04:15:13+0000,A House committee recommended that Attorney General William P. Barr and Commerce Secretary Wilbur L. Ross Jr. be held in contempt.,"{'neg': 0.161, 'neu': 0.763, 'pos': 0.076, 'compound': -0.4588}"
18,2019-06-24,22:41:52+0000,"In the On Politics newsletter: What we’re watching for in the first debates of the 2020 primary, and a debate night bingo board (or drinking game).","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
19,2019-06-25,23:11:51+0000,"Millions of Americans start paying attention once the candidates start sparring on national TV, which puts a spotlight on both cringe-worthy gaffes and successful zingers.","{'neg': 0.0, 'neu': 0.858, 'pos': 0.142, 'compound': 0.5859}"
20,2019-06-28,01:25:26+0000,"Mr. Sanders has long railed against the health care industry, arguing that it has gotten rich at the expense of regular Americans.","{'neg': 0.104, 'neu': 0.66, 'pos': 0.236, 'compound': 0.5859}"
21,2019-06-27,19:24:08+0000,"The network simulcast the Democratic debate in Spanish, and had interpreters prepare for months to be able to translate “Medicare for all” in real time.","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
22,2019-06-27,09:00:09+0000,"Elizabeth Warren delivered on expectations, while Julián Castro made a big splash.","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
23,2019-06-28,02:54:41+0000,"Ms. Harris, the former California attorney general, reset her campaign and trained her focus on the president.","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
24,2019-06-27,19:30:02+0000,"He’s an entrepreneur and former tech executive who wants to give Americans $12,000 a year. Here’s some background.","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
25,2019-06-27,20:30:01+0000,"Ms. Williamson, a self-help author running for president, hopes to end what she calls an ongoing “low-level emotional civil war.”","{'neg': 0.0, 'neu': 0.794, 'pos': 0.206, 'compound': 0.5267}"
26,2019-06-26,04:01:08+0000,‘The Tonight Show’ joins ‘The Daily Show’ and other late-night programming with more live coverage of a political event than in the past.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
27,2019-06-28,23:53:01+0000,"Even before their heated exchange in the Democratic debate over school busing, Ms. Harris had been aiming to win over Mr. Biden’s core constituencies.","{'neg': 0.0, 'neu': 0.858, 'pos': 0.142, 'compound': 0.5859}"
28,2019-06-27,22:47:15+0000,"Kamala Harris stood out from the 10-person crowd several times during the NBC debate. Her exchange with Joe Biden, who is leading in the polls, put him on the defensive.","{'neg': 0.0, 'neu': 0.963, 'pos': 0.037, 'compound': 0.0258}"
29,2019-06-28,15:08:43+0000,"A survey finds that voters think the trade measures will be bad for the United States, and that even most Republicans say they will lead to higher prices.","{'neg': 0.112, 'neu': 0.799, 'pos': 0.089, 'compound': -0.1779}"
30,2019-06-28,17:02:53+0000,"Mr. Biden suffered a setback in his exchange with Kamala Harris, raising questions about his electability and highlighting the unsettled nature of the race.","{'neg': 0.208, 'neu': 0.792, 'pos': 0.0, 'compound': -0.6705}"
31,2019-06-24,19:25:10+0000,"Mr. Buttigieg is a technocrat trained in performance management. But his response to a fatal police shooting in South Bend, Ind., has raised questions about his ability to forge personal connections.","{'neg': 0.107, 'neu': 0.823, 'pos': 0.07, 'compound': -0.296}"
32,2019-06-28,02:17:38+0000,Ms. Gillibrand’s strong defense of women’s reproductive rights at a time when they have come under attack has helped her campaign gain steam.,"{'neg': 0.106, 'neu': 0.614, 'pos': 0.28, 'compound': 0.6249}"
33,2019-06-28,09:00:14+0000,Kamala Harris dominated the night from beginning to end. Pete Buttigieg also got good reviews.,"{'neg': 0.0, 'neu': 0.828, 'pos': 0.172, 'compound': 0.4404}"
34,2019-06-27,02:36:39+0000,"Chuck Todd told the audience that the microphones of the previous moderators were still live, scrambling the audio feed.","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
35,2019-06-27,20:57:02+0000,"Even 16 months before Election Day, interest in the campaign is intense. Wednesday’s TV audience nearly equaled the record for a Democratic primary debate.","{'neg': 0.0, 'neu': 0.83, 'pos': 0.17, 'compound': 0.5106}"
36,2019-06-27,17:27:05+0000,"Scouting out the opposition, Republicans viewing Wednesday’s debate were impressed by Tulsi Gabbard and Elizabeth Warren and quick to defend President Trump.","{'neg': 0.0, 'neu': 0.871, 'pos': 0.129, 'compound': 0.4767}"
37,2019-06-26,20:20:06+0000,"Mr. Bullock, the governor of Montana, is trying to make the most of his failure to qualify, holding televised events on both days of the debate.","{'neg': 0.125, 'neu': 0.875, 'pos': 0.0, 'compound': -0.552}"
38,2019-06-28,16:11:29+0000,Joe Biden is a fragile front-runner. Kamala Harris has a big chance to build political momentum. And the competition between Elizabeth Warren and Bernie Sanders is intensifying.,"{'neg': 0.0, 'neu': 0.923, 'pos': 0.077, 'compound': 0.25}"
39,2019-06-28,02:32:07+0000,Ms. Harris sharply criticized Mr. Biden over his stance on busing and his recent comments on segregationist senators. Here is a transcript of the exchange.,"{'neg': 0.098, 'neu': 0.902, 'pos': 0.0, 'compound': -0.3612}"
40,2019-06-27,02:33:06+0000,"Elizabeth Warren set the tone for the party’s progressive wing, but others among the 10 candidates were more cautious, producing clashes along ideological lines.","{'neg': 0.081, 'neu': 0.919, 'pos': 0.0, 'compound': -0.2592}"
41,2019-06-28,03:55:14+0000,"With one exchange about race, the senator began to take aim at Joe Biden’s tenuous hold on his front-runner status in the Democratic presidential field.","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
42,2019-06-29,15:26:37+0000,"Ms. Harris collected donations from 63,277 people, according to a campaign aide. The aide said 58 percent of those donors had not contributed to her campaign before.","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
43,2019-06-28,02:28:23+0000,"Senator Kamala Harris confronted the former vice president in a searing moment over racial equality, and others attacked him on policy and generational divide.","{'neg': 0.186, 'neu': 0.814, 'pos': 0.0, 'compound': -0.5859}"
44,2019-06-28,01:07:14+0000,"Ms. Harris’s legislation would provide up to $6,000 a year in the form of a refundable tax credit to middle-class and working families.","{'neg': 0.0, 'neu': 0.885, 'pos': 0.115, 'compound': 0.3818}"
45,2019-06-27,13:00:08+0000,Everything you need to know about the presidential primary debate on NBC.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
46,2019-06-27,01:17:26+0000,"Mr. Ryan, a congressman from a working-class district in Ohio, wants to create jobs in places whose economies have long depended on the auto industry.","{'neg': 0.0, 'neu': 0.913, 'pos': 0.087, 'compound': 0.2732}"
47,2019-06-25,14:44:16+0000,"The New Jersey senator is a gifted orator with a glittering résumé, but he often pulls back from political infighting. The debates offer him a chance to break out.","{'neg': 0.0, 'neu': 0.909, 'pos': 0.091, 'compound': 0.3612}"
48,2019-06-28,09:00:10+0000,"Already the subject of detailed proposals from several Democratic presidential candidates, the issue of voting rights is now an integral part of the 2020 election.","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
49,2019-06-26,19:09:45+0000,"Elizabeth Warren will be in the center on Wednesday night, next to Beto O’Rourke. Does positioning matter? Decide for yourself.","{'neg': 0.0, 'neu': 0.945, 'pos': 0.055, 'compound': 0.0258}"
50,2019-06-28,04:38:13+0000,Read the full transcript from Night Two of the Democratic primary debate.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
51,2019-06-25,21:38:25+0000,"Ted Cruz, Chris Christie and others from the crowded, chaotic 2016 Republican race offered tips to Democrats on surviving the debate stage.","{'neg': 0.126, 'neu': 0.787, 'pos': 0.087, 'compound': -0.25}"
52,2019-06-27,03:35:12+0000,"When Gov. Jay Inslee boasted of being “the only candidate here who has passed a law protecting a woman’s right of reproductive health,” Senator Amy Klobuchar pointed out that “there’s three women up here.”","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
53,2019-06-26,22:46:36+0000,"Julián Castro excelled, Elizabeth Warren went from big factor at first to non-factor at times, and Cory Booker and Beto O’Rourke spoke the most but didn’t create singularly memorable moments.","{'neg': 0.0, 'neu': 0.845, 'pos': 0.155, 'compound': 0.6304}"
54,2019-06-28,02:27:33+0000,One of Ms. Gillibrand’s signature proposals calls for investing heavily in maternal and child health.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
55,2019-06-27,22:42:22+0000,The largest field of women ever on a presidential debate stage provided a high-profile example of the gender dynamics of butting in.,"{'neg': 0.0, 'neu': 0.9, 'pos': 0.1, 'compound': 0.2732}"
56,2019-06-28,02:03:15+0000,"Ms. Williamson, a self-help author and presidential candidate, wants to pay $200 billion to $500 billion in reparations for slavery.","{'neg': 0.267, 'neu': 0.733, 'pos': 0.0, 'compound': -0.7351}"
57,2019-06-27,03:09:03+0000,"Mr. Booker, a senator from New Jersey, has made numerous proposals to overhaul the justice system, including one that was signed into law.","{'neg': 0.0, 'neu': 0.861, 'pos': 0.139, 'compound': 0.5267}"
58,2019-06-29,09:00:11+0000,"The first 2020 debates yield some surprises, the Supreme Court rules on gerrymandering, and the field of Democratic candidates grows to 24.","{'neg': 0.0, 'neu': 0.784, 'pos': 0.216, 'compound': 0.6705}"
59,2019-06-24,07:00:07+0000,"The debates on Wednesday and Thursday nights may represent the best — and for some, the only — opportunity to stand out in an enormous primary field.","{'neg': 0.0, 'neu': 0.767, 'pos': 0.233, 'compound': 0.7906}"
60,2019-06-26,13:00:06+0000,Everything you need to know about the presidential primary debate on NBC.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
61,2019-06-28,16:32:37+0000,"At Thursday’s presidential debate, Mr. Buttigieg, the South Bend mayor, was forced to address the police shooting that has consumed his campaign for more than a week.","{'neg': 0.107, 'neu': 0.893, 'pos': 0.0, 'compound': -0.4588}"
62,2019-06-25,17:00:06+0000,Mr. Powell underlined the Fed’s insulation from politics and kept the door open for interest rate cuts at a time of trade uncertainty.,"{'neg': 0.173, 'neu': 0.714, 'pos': 0.113, 'compound': -0.1531}"
63,2019-06-27,03:29:47+0000,Read the transcript from Night One of the Democratic presidential debate.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
64,2019-06-25,15:00:55+0000,Ms. Warren is calling for new national standards that would apply to federal elections across the country.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
65,2019-06-24,07:32:29+0000,"A group of wealthy Americans, some with inheritances and some with self-made fortunes, are calling for a tax on the net worth of people like them.","{'neg': 0.0, 'neu': 0.753, 'pos': 0.247, 'compound': 0.7096}"
66,2019-06-26,14:11:57+0000,President Trump played down the importance of securing a trade deal with Beijing as he prepared to meet with President Xi Jinping of China this weekend.,"{'neg': 0.0, 'neu': 0.698, 'pos': 0.302, 'compound': 0.7964}"
67,2019-06-11,04:50:29+0000,"Concluding that his tariff threat worked with Mexico, the president vowed to hit Beijing with more levies if it did not accede to America’s trade demands.","{'neg': 0.12, 'neu': 0.88, 'pos': 0.0, 'compound': -0.5267}"
68,2019-06-24,21:08:01+0000,"From Lyndon Johnson to Richard Nixon, presidents have long had fraught relationships with Fed chairs.","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
69,2019-06-22,16:07:58+0000,"Though many African-Americans in South Carolina have favored Joseph R. Biden Jr. they are taking a hard look at several other candidates and considering all issues, not just race.","{'neg': 0.046, 'neu': 0.861, 'pos': 0.093, 'compound': 0.34}"
70,2019-06-22,09:00:03+0000,We spent three months putting the 2020 Democrats on the spot. We were skeptical that most of them would participate. Here’s what it was like.,"{'neg': 0.083, 'neu': 0.827, 'pos': 0.09, 'compound': 0.0516}"
71,2019-06-20,22:35:05+0000,In the On Politics newsletter: Behind the scenes of the new Times video project interviewing (nearly) the entire 2020 field.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
72,2019-06-20,21:09:58+0000,Joseph R. Biden Jr. has spent the early weeks of his third presidential bid doing a lot of pushing back. What he hasn’t done is is bow to critics and apologize.,"{'neg': 0.07, 'neu': 0.886, 'pos': 0.044, 'compound': -0.2023}"
73,2019-06-22,11:05:59+0000,"The president goes to Orlando, the former vice president invokes two segregationist senators and Elizabeth Warren says she’ll ban private prisons.","{'neg': 0.153, 'neu': 0.847, 'pos': 0.0, 'compound': -0.5574}"
74,2019-06-21,17:42:45+0000,"In defending his comments about working with segregationists, Joe Biden cited his record on civil rights and his relationship with Ted Kennedy. But he didn’t address his opposition to busing.","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
75,2019-06-20,00:24:31+0000,Mr. Biden’s fond remarks about dealing with segregationist senators are raising questions about both his political past and his political acumen now in dealing with it.,"{'neg': 0.0, 'neu': 0.896, 'pos': 0.104, 'compound': 0.4404}"
76,2019-06-20,11:00:06+0000,"A New York hotel union is directing donations to the mayor, with an eye on influencing the next mayor’s race in addition to the presidential contest.","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
77,2019-06-10,05:28:10+0000,Is he the operator who spun the then-secret Mueller report? Or the straight shooter who later disclosed portions that were damaging to President Trump?,"{'neg': 0.133, 'neu': 0.798, 'pos': 0.069, 'compound': -0.4137}"
78,2019-06-21,15:52:19+0000,The addition of five to the “entity list” heightens tensions just as American and Chinese officials try to get trade talks back on track.,"{'neg': 0.105, 'neu': 0.895, 'pos': 0.0, 'compound': -0.4019}"
79,2019-06-20,21:08:09+0000,Mr. Biden is facing intense backlash from primary rivals and questions about whether he is politically sensitive to the concerns of the modern Democratic Party.,"{'neg': 0.0, 'neu': 0.852, 'pos': 0.148, 'compound': 0.4588}"
80,2019-06-19,16:13:42+0000,President Trump’s fund-raising haul for his re-election kickoff was more than five leading Democrats raised in their first 24 hours — combined.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
81,2019-06-20,10:00:05+0000,"Mr. Booker’s proposal, announced a week before the first 2020 primary debate, would be the broadest clemency initiative since the Civil War.","{'neg': 0.163, 'neu': 0.837, 'pos': 0.0, 'compound': -0.5994}"
82,2019-06-17,22:51:07+0000,In the On Politics newsletter: The president’s re-election team is preparing for a very different kind of contest than he is.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
83,2019-06-17,21:45:38+0000,"Nine candidates for the Democratic nomination spoke at an event in Washington convened by the Poor People’s Campaign, designed to put a spotlight on poverty.","{'neg': 0.225, 'neu': 0.775, 'pos': 0.0, 'compound': -0.7506}"
84,2019-06-19,04:06:40+0000,"At a fund-raiser, Joe Biden fondly recalled that “at least there was some civility’’ when he served in the Senate alongside James Eastland and Herman Talmadge, two segregationists.","{'neg': 0.0, 'neu': 0.9, 'pos': 0.1, 'compound': 0.4404}"
85,2019-06-18,09:00:09+0000,"Ms. Klobuchar unveiled a list of well over 100 actions, a majority of which she could pursue with executive power.","{'neg': 0.0, 'neu': 0.89, 'pos': 0.11, 'compound': 0.2732}"
86,2019-06-08,08:01:26+0000,It’s been a busy week in American politics. Here are some of the stories you might have missed.,"{'neg': 0.121, 'neu': 0.879, 'pos': 0.0, 'compound': -0.296}"
87,2019-06-17,09:00:06+0000,Mr. Biden is betting that his widespread name recognition and early poll results free him to focus on President Trump — and brush off his 22 Democratic opponents.,"{'neg': 0.0, 'neu': 0.887, 'pos': 0.113, 'compound': 0.5106}"
88,2019-06-18,09:00:07+0000,Michael Savage was one of the first radio hosts to endorse Mr. Trump. Now he thinks the president’s fans are too uncritical. But his listeners aren’t so sure.,"{'neg': 0.09, 'neu': 0.751, 'pos': 0.159, 'compound': 0.3163}"
89,2019-06-17,21:36:13+0000,We want to know what you’re most eager to see from the 20 Democratic candidates who are taking part.,"{'neg': 0.0, 'neu': 0.806, 'pos': 0.194, 'compound': 0.4754}"
90,2019-06-17,13:55:16+0000,"The Trump administration’s tariffs made that washing machine cost more, but gas is cheaper because the markets are jittery about the trade war.","{'neg': 0.196, 'neu': 0.804, 'pos': 0.0, 'compound': -0.7469}"
91,2019-06-15,12:22:14+0000,"Abortion is anything but a simple issue. But the nuance in how most Americans think about it has all but disappeared from the political conversation, some voters say.","{'neg': 0.083, 'neu': 0.917, 'pos': 0.0, 'compound': -0.3291}"
92,2019-06-07,05:11:50+0000,"The Hyde Amendment bans most federal funding for abortion, and Mr. Biden’s support had been subject of criticism from fellow Democrats.","{'neg': 0.118, 'neu': 0.772, 'pos': 0.11, 'compound': -0.0516}"
93,2019-06-16,09:00:08+0000,"Struggling to compete against online rivals, retailers could be forced to close more stores if tariffs hit Chinese footwear, toys and apparel, analysts say.","{'neg': 0.209, 'neu': 0.791, 'pos': 0.0, 'compound': -0.7003}"
94,2019-06-15,11:00:09+0000,"The stage is set for the first Democratic debates this month, Joe Biden and President Trump square off in Iowa and we round up new policy proposals.","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
95,2019-06-14,16:28:25+0000,"The first night will be Elizabeth Warren’s to lose, while the second will be a four-way showdown between the rest of the top-tier candidates.","{'neg': 0.109, 'neu': 0.891, 'pos': 0.0, 'compound': -0.4019}"
96,2019-06-13,22:15:18+0000,Democrats say they don’t like having to pay attention to 23 candidates. The dropping out may start soon.,"{'neg': 0.07, 'neu': 0.804, 'pos': 0.126, 'compound': 0.2732}"
97,2019-06-13,21:33:37+0000,"Interviews across Iowa indicate Mr. Biden’s early lead comes from familiarity, nostalgia for the Obama years and strategic calculations about who can win, not just from enthusiasm for his vision.","{'neg': 0.068, 'neu': 0.767, 'pos': 0.165, 'compound': 0.5258}"
98,2019-06-06,06:16:59+0000,"More than 144,200 migrants were arrested and taken into custody along the southwestern border in May, a 32 percent increase from April.","{'neg': 0.127, 'neu': 0.779, 'pos': 0.094, 'compound': -0.2023}"
99,2019-06-12,15:14:54+0000,"If you ask five self-described democratic socialists what the term means, you’re likely to get five different answers. Here’s why.","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
100,2019-06-13,12:00:06+0000,"The Democratic National Committee is excluding three candidates from the June debates. Some who have been left out, like Gov. Steve Bullock of Montana, are not happy.","{'neg': 0.098, 'neu': 0.82, 'pos': 0.082, 'compound': -0.1275}"
101,2019-06-13,22:47:12+0000,"The West and oil-rich areas have seen stronger gains than the industrial Midwest, which was hit hard by outsourcing and automation, a new analysis shows.","{'neg': 0.051, 'neu': 0.766, 'pos': 0.182, 'compound': 0.5574}"
102,2019-06-12,16:12:28+0000,"Mr. Sanders, who is being portrayed as too extreme by President Trump, presented a forceful case for his brand of socialism through a framework of economic rights.","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
103,2019-06-12,14:00:05+0000,"The majority of the candidates have agreed to participate in the forum, the first of the presidential primary season to focus on reproductive rights.","{'neg': 0.0, 'neu': 0.916, 'pos': 0.084, 'compound': 0.2732}"
104,2019-06-05,04:33:17+0000,"In a contentious meeting at the Capitol, Senate Republicans said they were prepared to overturn tariffs on Mexico if President Trump pushed forward.","{'neg': 0.091, 'neu': 0.83, 'pos': 0.079, 'compound': -0.0772}"
105,2019-06-04,04:58:37+0000,"During his state visit to Britain, President Trump dined with the queen and hurled insults at the mayor of London.","{'neg': 0.128, 'neu': 0.872, 'pos': 0.0, 'compound': -0.4215}"
106,2019-06-11,20:23:18+0000,"There’s only so much room in the spotlight in the Democratic presidential race, leaving some candidates feeling left out. “It’s a ‘Hunger Games’ situation,” one said.","{'neg': 0.0, 'neu': 0.941, 'pos': 0.059, 'compound': 0.128}"
107,2019-06-10,22:50:56+0000,In the On Politics newsletter: The generational gap could be a big deal in the 2020 election — and that goes for both candidates and voters.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
108,2019-06-11,09:00:11+0000,"Thanks to the influx of college-educated transplants and the mobilization of Latino voters, Arizona has become a key state in 2020 politics.","{'neg': 0.0, 'neu': 0.873, 'pos': 0.127, 'compound': 0.4404}"
109,2019-06-11,12:13:43+0000,"Team NBC is set, but the lineup of candidates is not: The Democratic Party has yet to say which 20 presidential contenders will take the stage June 26 and 27.","{'neg': 0.091, 'neu': 0.909, 'pos': 0.0, 'compound': -0.438}"
110,2019-06-10,15:33:13+0000,"The Federal Reserve has gone from lifting rates to watching for signs that a cut is needed, but President Trump is still blasting its policies.","{'neg': 0.063, 'neu': 0.937, 'pos': 0.0, 'compound': -0.1406}"
111,2019-06-10,23:13:53+0000,President Trump backed off his threat to impose tariffs on Mexico last week — but the encounter suggests more tariffs could be on the way,"{'neg': 0.147, 'neu': 0.812, 'pos': 0.041, 'compound': -0.4118}"
112,2019-06-10,17:17:38+0000,"Ms. Warren could face a difficult path to winning over moderates, but by pushing out so many proposals so early, she is forcing her Democratic rivals to play catch-up.","{'neg': 0.055, 'neu': 0.78, 'pos': 0.165, 'compound': 0.5499}"
113,2019-06-03,06:51:05+0000,"After California moved its primary up by three months, it could prove to be the linchpin for almost any Democratic path to the 2020 nomination.","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
114,2019-06-08,00:21:32+0000,"Mr. Biden suddenly renounced his support for a measure to restrict federal abortion funding after blacks, women’s groups and a longtime friend urged him to do so.","{'neg': 0.085, 'neu': 0.721, 'pos': 0.193, 'compound': 0.5106}"
115,2019-06-08,09:00:07+0000,"There’s a lot going on in the presidential race, so you might have missed these new plans from Julián Castro, Kirsten Gillibrand and Beto O’Rourke.","{'neg': 0.087, 'neu': 0.913, 'pos': 0.0, 'compound': -0.296}"
116,2019-06-01,04:18:07+0000,It’s been a busy week in American politics. Here are some of the stories you might have missed.,"{'neg': 0.121, 'neu': 0.879, 'pos': 0.0, 'compound': -0.296}"
117,2019-06-06,23:02:41+0000,In the On Politics newsletter: Some of the former vice president’s positions seem more in line with the Democratic Party of 2007.,"{'neg': 0.0, 'neu': 0.886, 'pos': 0.114, 'compound': 0.4019}"
118,2019-06-07,09:00:11+0000,"For years, repealing the measure was not part of the political conversation. But now, almost every Democratic presidential candidate is calling for it.","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
119,2019-06-07,00:12:41+0000,"Mr. Biden had been one of only a few Democratic politicians who supported the amendment, which bans most federal funding for abortion.","{'neg': 0.0, 'neu': 0.897, 'pos': 0.103, 'compound': 0.3182}"
120,2019-06-07,09:00:09+0000,Treasury Secretary Steven Mnuchin will meet China’s central bank governor in the first meeting of senior officials from the countries since trade talks broke down.,"{'neg': 0.101, 'neu': 0.833, 'pos': 0.065, 'compound': -0.25}"
121,2019-06-07,11:00:04+0000,"A sharp decline in the pace of hiring in May, especially in sectors dependent on trade, suggests that the president’s tariffs are starting to bite.","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
122,2019-05-31,04:32:48+0000,"The president plans to impose a 5 percent tariff on all imported goods from Mexico, a tax that would “gradually increase” until the flow of immigrants across the border stopped.","{'neg': 0.141, 'neu': 0.859, 'pos': 0.0, 'compound': -0.4767}"
123,2019-06-05,16:06:19+0000,"As Ms. Warren emerges from Mr. Sanders’s shadow, the two standard-bearers of the progressive base find themselves competing for voters, and donors.","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
124,2019-05-30,08:33:35+0000,"Speaking publicly about his investigation for the first time, the special counsel declined to clear the president of obstruction of justice.","{'neg': 0.0, 'neu': 0.674, 'pos': 0.326, 'compound': 0.8271}"
125,2019-06-05,10:00:05+0000,"The program would ensure that renters would not spend more than 30 percent of their income on rent, Mr. Booker said.","{'neg': 0.0, 'neu': 0.885, 'pos': 0.115, 'compound': 0.3818}"
126,2019-06-03,22:27:47+0000,"In the On Politics newsletter: What do the president’s recent trips to Japan, Britain and a Virginia church have in common? Flattery.","{'neg': 0.0, 'neu': 0.935, 'pos': 0.065, 'compound': 0.1027}"
127,2019-06-04,13:55:06+0000,"Jerome H. Powell, the Federal Reserve chairman, said the central bank was “closely monitoring” trade and “as always, we will act as appropriate” to sustain the expansion.","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
